mcSEED_subsystem	name	alt_names	functional_role_description	dupl_subsystem		functional_role_type	database_classification	additional_classification	function_description	regulon	example_mcSEED_id	example_locus_tag	evidence	evidence_info	reference
Xyloglucan catabolism	XglF	NA	Putative xyloglucan oligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	no	XglOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xyloglucan oligosaccharides	XglR	fig|1150460.7.peg.1913	BBKW_1807	predicted_new	NA	NA
Xyloglucan catabolism	XglG	NA	Putative xyloglucan oligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	no	XglOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xyloglucan oligosaccharides	XglR	fig|1150460.7.peg.1912	BBKW_1806	predicted_new	NA	NA
Xyloglucan catabolism	XglH	NA	Putative xyloglucan oligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	no	XglOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xyloglucan oligosaccharides	XglR	fig|1150460.7.peg.1911	BBKW_1805	predicted_new	NA	NA
Xyloglucan catabolism	XglR	BDP_2131	Putative transcriptional regulator of xyloglucan oligosaccharide utilization (LacI family)	no	XglOS	regulator	LacI	NA	Predicted to regulate the expression of xgl31A, xgl1, and xglFGH	XglR	fig|1150460.7.peg.1914	BBKW_1808	predicted_previously	Function was suggested previously in the literature	26903998
Xyloglucan catabolism	Xgl29	NA	Putative xgl-cluster alpha-1,2-L-fucosidase (GH29)	no	XglOS;XGL	CAZyme	GH29	intracellular	Predicted to release terminal alpha-1,2-linked fucopyranosyl (L-Fucp) residues from xyloglucan oligosaccharides	XglT	fig|401473.3.peg.2025	BDP_2152	predicted_new	NA	NA
Xyloglucan catabolism	Xgl3	NA	Putative xgl-cluster beta-1,4-glucosidase (GH3)	no	XglOS;XGL	CAZyme	GH3	intracellular	Predicted to release terminal beta-1,4-linked glucopyranosyl (D-Glcp) residues from xyloglucan oligosaccharides	XglT	fig|401473.3.peg.2024	BDP_2151	predicted_new	NA	NA
Xyloglucan catabolism	Xgl31B	NA	Putative xgl-cluster alpha-1,6-xylosidase (GH31)	no	XglOS;XGL	CAZyme	GH31	intracellular	Predicted to release terminal alpha-1,6-linked xylopyranosyl (D-Xylp) residues from xyloglucan oligosaccharides	XglT	fig|401473.3.peg.2023	BDP_2149	homology_with_characterized	53% amino acid sequence identity with characterized alpha-xylosidase from Escherichia coli	15294295
Xyloglucan catabolism	Xgl5A	NA	Putative extracellular xyloglucan endo-beta-1,4-glucanase (GH5_4)	no	XGL	CAZyme	GH5_4;CBM46	extracellular	Predicted to release xyloglucan oligosaccharides by cleaving internal beta-1,4 glycosidic bonds in the xyloglucan backbone	XglT	fig|401473.3.peg.2022	BDP_2148	predicted_new	NA	NA
Xyloglucan catabolism	Xgl5B	NA	Putative xyloglucan endo-beta-1,4-glucanase (GH5_4)	no	XGL	CAZyme	GH5_4	intracellular	Predicted to release xyloglucan oligosaccharides by cleaving internal beta-1,4 glycosidic bonds in the xyloglucan backbone	XglT	fig|401473.3.peg.2021	BDP_2147	predicted_new	NA	NA
Xyloglucan catabolism	Xgl43	NA	Putative xgl-cluster alpha-1,2-L-arabinofuranosidase (GH43_12)	no	XglOS;XGL	CAZyme	GH43_12;CBM91	intracellular	Predicted to release terminal alpha-1,2-linked arabinofuranosyl (L-Araf) residues from xyloglucan oligosaccharides	XglT	fig|401473.3.peg.2020	BDP_2146	predicted_new	NA	NA
Xyloglucan catabolism	Xgl42	NA	Putative xgl-cluster beta-1,2-galactosidase (GH42)	no	XglOS;XGL	CAZyme	GH42	intracellular	Predicted to release terminal beta-1,2-linked galactopyranosyl (D-Galp) residues from xyloglucan oligosaccharides	XglT	fig|401473.3.peg.2019	BDP_2145	predicted_new	NA	NA
Xyloglucan catabolism	XglE1	NA	Putative xgl-cluster xyloglucan acetylesterase	no	XglOS;XGL	CAZyme	NA	intracellular	Predicted to remove acetyl groups from acetylated xyloglucan oligosaccharides	XglT	fig|401473.3.peg.2026	BDP_2153	predicted_new	NA	NA
Xyloglucan catabolism	XglK	NA	Putative xgl-cluster beta-glucoside kinase (EC 2.7.1.85)	no	XglOS;XGL	downstream_catabolism	EC 2.7.1.85	NA	Predicted to phosphorylate beta-glucosides (e.g., cellobiose)	XglT	fig|401473.3.peg.2018	BDP_2144	predicted_new	NA	NA
Xyloglucan catabolism	XglA	NA	Putative xyloglucan oligosaccharide ABC transporter-2 substrate-binding component (TC 3.A.1.1)	no	XglOS;XGL	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xyloglucan oligosaccharides	XglT	fig|401473.3.peg.2027	BDP_2154	predicted_new	NA	NA
Xyloglucan catabolism	XglB	NA	Putative xyloglucan oligosaccharide ABC transporter-2 permease component 1 (TC 3.A.1.1)	no	XglOS;XGL	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xyloglucan oligosaccharides	XglT	fig|401473.3.peg.2029	BDP_2156	predicted_new	NA	NA
Xyloglucan catabolism	XglC	NA	Putative xyloglucan oligosaccharide ABC transporter-2 permease component 2 (TC 3.A.1.1)	no	XglOS;XGL	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xyloglucan oligosaccharides	XglT	fig|401473.3.peg.2028	BDP_2155	predicted_new	NA	NA
Xyloglucan catabolism	CbpA	NA	Cellobiose phosphorylase (EC 2.4.1.20)	no	XglOS;XGL	CAZyme	GH94;EC 2.4.1.20	intracellular	Catalyzes the phosphorolysis of cellobiose to glucose-1-phosphate and glucose	XglT	fig|401473.3.peg.2003	BDP_2127	homology_with_characterized	56% amino acid sequence identity with characterized cellobiose phosphorylase from Thermotoga neapolitana	10960102
Xyloglucan catabolism	XglE2	NA	Putative xyloglucan acetylesterase	no	XglOS;XGL	CAZyme	NA	intracellular	Predicted to remove acetyl groups from acetylated xyloglucan oligosaccharides	XglT	fig|401473.3.peg.2004	BDP_2129	predicted_new	NA	NA
Xyloglucan catabolism	XglT	BgrT5	Putative transcriptional regulator of xyloglucan oligosaccharide utilization (TetR family)	no	XglOS;XGL	regulator	TetR	NA	Predicted to regulate the expression of genes involved in xyloglucan and xyloglucan oligosaccharide catabolism (xgl cluster genes)	XglT	fig|401473.3.peg.2007	BDP_2132	predicted_new	NA	NA
Xyloglucan catabolism	Xgl31C	NA	Putative alpha-xylosidase-2 (GH31)	no	XglOS	CAZyme	GH31	intracellular	Predicted to release terminal alpha-1,6-linked xylopyranosyl (D-Xylp) residues from xyloglucan oligosaccharides	XglR2	fig|216816.2012.peg.1242	ACEWF1_03015	homology_with_characterized	53% amino acid sequence identity with characterized alpha-xylosidase from Escherichia coli	15294295
Xyloglucan catabolism	Xgl51	NA	Putative XglOS-acting alpha-L-arabinofuranosidase (GH51)	no	XglOS	CAZyme	GH51	intracellular	Predicted to release terminal alpha-1,2-linked arabinofuranosyl (L-Araf) residues from xyloglucan oligosaccharides	XglR2	fig|216816.2012.peg.1237	ACEWF1_02990	predicted_new	NA	NA
Xyloglucan catabolism	Xgl36	NA	Putative XglOS-acting beta-L-arabinopyranosidase (GH36)	no	XglOS	CAZyme	GH36	intracellular	Predicted to release terminal beta-arabinopyranosyl (L-Arap) residues from xyloglucan oligosaccharides	XglR2	fig|216816.2012.peg.1238	ACEWF1_02995	predicted_new	NA	NA
Xyloglucan catabolism	XglX	NA	Putative xyloglucan oligosaccharide ABC transporter-3 substrate-binding component (TC 3.A.1.1)	no	XglOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xyloglucan oligosaccharides	XglR2	fig|216816.2012.peg.1239	ACEWF1_03000	predicted_new	NA	NA
Xyloglucan catabolism	XglY	NA	Putative xyloglucan oligosaccharide ABC transporter-3 permease component 1 (TC 3.A.1.1)	no	XglOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xyloglucan oligosaccharides	XglR2	fig|216816.2012.peg.1240	ACEWF1_03005	predicted_new	NA	NA
Xyloglucan catabolism	XglZ	NA	Putative xyloglucan oligosaccharide ABC transporter-3 permease component 2 (TC 3.A.1.1)	no	XglOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xyloglucan oligosaccharides	XglR2	fig|216816.2012.peg.1241	ACEWF1_03010	predicted_new	NA	NA
Xyloglucan catabolism	XglR2	NA	Putative transcriptional regulator of xyloglucan oligosaccharide utilization-2 (LacI family)	no	XglOS	regulator	LacI	NA	Predicted to regulate the expression of xgl31C, xgl51, xgl36, and xglXYZ	XglR2	fig|216816.2012.peg.1243	ACEWF1_03020	predicted_new	NA	NA
Xyloglucan catabolism	Xgl31D	NA	Putative alpha-xylosidase-3 (GH31)	no	XglOS	CAZyme	GH31	intracellular	Predicted to release terminal alpha-1,6-linked xylopyranosyl (D-Xylp) residues from xyloglucan oligosaccharides	XglR3	fig|547043.16.peg.1397	BPSE_1301	homology_with_characterized	48% amino acid sequence identity with characterized alpha-xylosidase from a soil metagenomic library	27074950
Xyloglucan catabolism	XglN	NA	Putative xyloglucan oligosaccharide ABC transporter-4 substrate-binding component (TC 3.A.1.1)	no	XglOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xyloglucan oligosaccharides	XglR3	fig|547043.16.peg.1400	BPSE_1304	predicted_new	NA	NA
Xyloglucan catabolism	XglP	NA	Putative xyloglucan oligosaccharide ABC transporter-4 permease component 1 (TC 3.A.1.1)	no	XglOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xyloglucan oligosaccharides	XglR3	fig|547043.16.peg.1399	BPSE_1303	predicted_new	NA	NA
Xyloglucan catabolism	XglQ	NA	Putative xyloglucan oligosaccharide ABC transporter-4 permease component 2 (TC 3.A.1.1)	no	XglOS	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport xyloglucan oligosaccharides	XglR3	fig|547043.16.peg.1398	BPSE_1302	predicted_new	NA	NA
Xyloglucan catabolism	XglR3	NA	Putative transcriptional regulator of xyloglucan oligosaccharide utilization-3 (LacI family)	no	XglOS	regulator	LacI	NA	Predicted to regulate the expression of xgl31D, xglNPQ	XglR3	fig|547043.16.peg.1401	BPSE_1305	predicted_new	NA	NA
D-glucuronate and glucuronide utilization	UxaC	NA	Uronate isomerase (EC 5.3.1.12)	no	GlcA;GalA;GluA	downstream_catabolism	EC 5.3.1.12	NA	Converts (i) D-glucuronate to D-fructuronate, (ii) D-galacturonate to D-tagaturonate 	UxuR1;UxuR2	fig|391904.5.peg.658	Blon_0669	homology_with_characterized	28% amino acid sequence identity with characterized uronate isomerase from Escherichia coli 	13794771
D-glucuronate and glucuronide utilization	UxuB	NA	D-mannonate oxidoreductase (EC 1.1.1.57)	no	GlcA;GluA	downstream_catabolism	EC 1.1.1.57	NA	Converts D-fructuronate to D-mannonate	UxuR1;UxuR2	fig|391904.5.peg.657	Blon_0668	homology_with_characterized	36% amino acid sequence identity with characterized D-mannonate oxidoreductase from Escherichia coli	195622
D-glucuronate and glucuronide utilization	UxuA	NA	Mannonate dehydratase (EC 4.2.1.8)	no	GlcA;GluA	downstream_catabolism	EC 4.2.1.8	NA	Converts D-mannonate to 2-dehydro-3-deoxy-D-gluconate (KDG)	UxuR1;UxuR2	fig|391904.5.peg.656	Blon_0667	homology_with_characterized	58% amino acid sequence identity with characterized D-mannonate dehydratase from Escherichia coli	24697546
D-glucuronate and glucuronide utilization	KdgK2	NA	Putative 2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	no	GlcA;GluA	downstream_catabolism	EC 2.7.1.45	NA	Predicted to phosphorylate 2-dehydro-3-deoxygluconate (KDG) to 2-dehydro-3-deoxygluconate-6-phosphate (KDGP)	UxuR1;UxuR2	fig|391904.5.peg.655	Blon_0666	predicted_new	NA	NA
D-glucuronate and glucuronide utilization	KdgD	NA	Putative 2-dehydro-3-deoxy-6-phosphogluconate dehydrogenase (EC 1.1.1.-)	no	GlcA;GluA	downstream_catabolism	EC 1.1.1.-	NA	Predicted to act on 2-dehydro-3-deoxygluconate-6-phosphate (KDGP)	UxuR1;UxuR2	fig|391904.5.peg.655	Blon_0666	predicted_new	NA	NA
D-glucuronate and glucuronide utilization	ExuT	NA	Putative D-glucuronate MFS permease (TC 2.A.2)	no	GlcA	transporter	TC 2.A.2	MFS Superfamily; Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family	Predicted to transport D-glucuronate	UxuR1;UxuR2	fig|391904.5.peg.648	Blon_0661	predicted_new	NA	NA
D-glucuronate and glucuronide utilization	UxuR1	NA	Putative transcriptional regulator of D-glucuronate utilization-1 (LacI family)	no	GlcA;GluA	regulator	LacI	NA	Predicted to regulate the expression of genes involved in D-glucuronate utilization	UxuR1;UxuR2	fig|391904.5.peg.653	Blon_0664	predicted_new	NA	NA
D-glucuronate and glucuronide utilization	UxuR2	NA	Putative transcriptional regulator of D-glucuronate utilization-2 (LacI family)	no	GlcA;GluA	regulator	LacI	NA	Predicted to regulate the expression of genes involved in D-glucuronate utilization	UxuR1;UxuR2	fig|1682.24.peg.1356	RY67_1394	predicted_new	NA	NA
D-glucuronate and glucuronide utilization	Gus30	NA	Putative beta-glucuronidase (GH30_9)	no	GluA	CAZyme	GH30_9	unknown	Predicted to release terminal D-glucuronate (GlcA) residues from glucuronides	GusR	fig|216816.186.peg.523	APC1461_0500	homology_with_characterized	57% amino acid sequence identity with characterized beta-glucuronidase from Lactobacillus brevis	24253830
D-glucuronate and glucuronide utilization	Bgal59	NA	Putative beta-galactosidase (GH59)	no	GluA	CAZyme	GH59	intracellular	Predicted to release terminal beta-galactopyranosyl (D-Galp) residues	GusR	fig|216816.186.peg.529	APC1461_0505	predicted_new	NA	NA
D-glucuronate and glucuronide utilization	Arha78	NA	Putative alpha-L-rhamnosidase (GH78)	no	GluA	CAZyme	GH78;CBM67	intracellular	Predicted to release terminal alpha-rhamnopyranosyl (L-Rhap) residues	GusR	fig|216816.186.peg.521	APC1461_0498	predicted_new	NA	NA
D-glucuronate and glucuronide utilization	Gus154	NA	Putative beta-glucuronidase (GH154)	no	GluA	CAZyme	GH154	intracellular	Predicted to release terminal D-glucuronate (GlcA) residues from glucuronides	GusR	fig|216816.186.peg.522	APC1461_0499	predicted_new	NA	NA
D-glucuronate and glucuronide utilization	ExuP	NA	Putative glucuronide MFS permease (TC 2.A.2)	no	GluA	transporter	TC 2.A.2	MFS Superfamily; Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter Family	Predicted to transport glucuronides	GusR	fig|216816.186.peg.531	APC1461_0506	predicted_new	NA	NA
D-glucuronate and glucuronide utilization	GusA	NA	Putative glucuronide ABC transporter substrate-binding component (TC 3.A.1.1)	no	GluA	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport glucuronides	GusR	fig|216816.186.peg.524	APC1461_0501	predicted_new	NA	NA
D-glucuronate and glucuronide utilization	GusB	NA	Putative glucuronide ABC transporter permease component 1 (TC 3.A.1.1)	no	GluA	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport glucuronides	GusR	fig|216816.186.peg.525	APC1461_0502	predicted_new	NA	NA
D-glucuronate and glucuronide utilization	GusC	NA	Putative glucuronide ABC transporter permease component 2 (TC 3.A.1.1)	no	GluA	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport glucuronides	GusR	fig|216816.186.peg.526	APC1461_0503	predicted_new	NA	NA
D-glucuronate and glucuronide utilization	GusR	NA	Putative transcriptional regulator of the gus locus (LacI family)	no	GluA	regulator	LacI	NA	Predicted to regulate the expression of genes involved in glucuronide utilization	GusR	fig|216816.186.peg.520	APC1461_0497	predicted_new	NA	NA
D-gluconate utilization	GntK	NA	Gluconokinase (EC 2.7.1.12)	no	Gco	downstream_catabolism	EC 2.7.1.12	NA	Phosphorylates D-gluconate to 6-phospho-D-gluconate	GntR	fig|547043.16.peg.979	BPSE_0912	homology_with_characterized	46% amino acid sequence identity with characterized gluconokinase from Gluconobacter oxydans	20676631
D-gluconate utilization	Pgd	6PGDH	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	no	Gco	downstream_catabolism	EC 1.1.1.44	NA	Catalyzes the decarboxylation of 6-phospho-D-gluconate to D-ribulose-5-phosphate	GntR	fig|547043.16.peg.977	BPSE_0910	homology_with_characterized	45% amino acid sequence identity with characterized 6-phosphogluconate dehydrogenase from Gluconobacter oxydans	20676631
D-gluconate utilization	GntT	NA	Putative D-gluconate MFS permease (TC 2.A.8)	no	Gco	transporter	TC 2.A.8	MFS Superfamily; Gluconate:H+ Symporter (GntP) Family	Predicted to transport D-gluconate	GntR	fig|547043.16.peg.978	BPSE_0911	homology_with_characterized	40% amino acid sequence identity with characterized D-Gluconate:H+ symporter from Bacillus subtilis	3020045
D-gluconate utilization	GntR	NA	Putative transcriptional regulator of gluconate utilization (GntR family)	no	Gco	regulator	GntR	NA	Predicted to regulate the expression of genes involved in D-gluconate utilization (gntK, gntT, and pgd)	GntR	fig|547043.16.peg.980	BPSE_0913	predicted_new	NA	NA
D-galactonate utilization	DgoD	NA	Galactonate dehydratase (EC 4.2.1.6)	no	Glt	downstream_catabolism	EC 4.2.1.6	NA	Converts D-galactonate to 2-dehydro-3-deoxy-D-galactonate	DgoR	fig|1685.400.peg.2047	ACEWGC_08865	homology_with_characterized	48% amino acid sequence identity with characterized D-galactonate dehydratase from Escherichia coli	324806
D-galactonate utilization	DgoK	NA	2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)	no	Glt	downstream_catabolism	EC 2.7.1.58	NA	Phosphorylates 2-dehydro-3-deoxy-D-galactonate to 2-dehydro-3-deoxy-6-phospho-D-galactonate	DgoR	fig|1685.400.peg.2045	ACEWGC_08855	homology_with_characterized	24% amino acid sequence identity with characterized 2-dehydro-3-deoxygalactonokinase from Escherichia coli 	324806
D-galactonate utilization	DgoA	NA	2-dehydro-3-deoxyphosphogalactonate aldolase (EC 4.1.2.21)	no	Glt	downstream_catabolism	EC 4.1.2.21	NA	Cleaves 2-dehydro-3-deoxy-6-phospho-D-galactonate to pyruvate and D-glyceraldehyde-3-phosphate	DgoR	fig|1685.400.peg.2046	ACEWGC_08860	homology_with_characterized	35% amino acid sequence identity with characterized 2-dehydro-3-deoxy-6-phosphogalactonate aldolase from Escherichia coli	324806
